source,row_type,scenario,phase,category,bucket_tokens,decode_batch,latency_ms,kernel_source,provenance,coverage_note,target_missing_ms,reconstructed_missing_ms,reconstruction_error_pct,reconstruction_gate,mechanism_verdict,phase437_target,gpu_allowed,ssh_allowed,runtime_modified,perf_database,valid_for_default,diagnostic_only,default_readiness
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,3,159.871829,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,4,159.864073,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,5,159.871421,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,6,160.186395,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,7,192.256793,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,8,160.083266,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,9,127.554324,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,10,159.848002,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,11,159.742173,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,12,159.960146,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,13,160.144472,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,14,159.917759,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,15,192.407734,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,16,160.316426,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,17,127.279370,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,18,160.357475,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,19,159.824661,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,20,160.171718,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,21,160.208760,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,22,159.996728,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,23,192.346201,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,24,160.717571,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,25,127.825672,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,26,160.372163,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,27,159.746461,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,28,159.729040,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,29,160.135058,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,30,159.536695,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,31,192.262804,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,32,160.239470,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,33,134.811021,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,mixed_prefill,other_cuda,8000,34,219.802784,phase436_serving_state_grid,phase429_reprofile_w0_prefill_step_bucket,8k serving prefill step bucket; no decode_batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,collective_other,8,8,0.388674,phase436_serving_state_grid,phase429_reprofile_decode_step_bucket,decode serving-state step bucket; no batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,collective_other,36,36,0.759284,phase436_serving_state_grid,phase429_reprofile_decode_step_bucket,decode serving-state step bucket; no batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,collective_other,52,52,0.829494,phase436_serving_state_grid,phase429_reprofile_decode_step_bucket,decode serving-state step bucket; no batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,ep_a2a,8,8,4.370087,phase436_serving_state_grid,phase429_reprofile_decode_step_bucket,decode serving-state step bucket; no batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,ep_a2a,36,36,7.087431,phase436_serving_state_grid,phase429_reprofile_decode_step_bucket,decode serving-state step bucket; no batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,ep_a2a,52,52,7.330396,phase436_serving_state_grid,phase429_reprofile_decode_step_bucket,decode serving-state step bucket; no batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,moe_gemm_or_aux,8,8,3.660687,phase436_serving_state_grid,phase429_reprofile_decode_step_bucket,decode serving-state step bucket; no batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,moe_gemm_or_aux,36,36,10.114044,phase436_serving_state_grid,phase429_reprofile_decode_step_bucket,decode serving-state step bucket; no batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,moe_gemm_or_aux,52,52,10.575007,phase436_serving_state_grid,phase429_reprofile_decode_step_bucket,decode serving-state step bucket; no batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,other_cuda,8,8,1.572512,phase436_serving_state_grid,phase429_reprofile_decode_step_bucket,decode serving-state step bucket; no batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,other_cuda,36,36,2.007990,phase436_serving_state_grid,phase429_reprofile_decode_step_bucket,decode serving-state step bucket; no batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-8k2k,decode,other_cuda,52,52,2.308369,phase436_serving_state_grid,phase429_reprofile_decode_step_bucket,decode serving-state step bucket; no batch extrapolation,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-32k3k,mixed_prefill,collective_other,32000,0,348.179960,phase436_serving_state_grid,phase433_nsys_prefill_category_mean_phase436_grid,32k serving prefill category mean over observed prefill steps,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-32k3k,mixed_prefill,collective_other,32000,8,348.179960,phase436_serving_state_grid,phase433_nsys_prefill_category_mean_phase436_grid,32k serving prefill category mean over observed prefill steps,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-32k3k,mixed_prefill,ep_a2a,32000,0,1917.743178,phase436_serving_state_grid,phase433_nsys_prefill_category_mean_phase436_grid,32k serving prefill category mean over observed prefill steps,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-32k3k,mixed_prefill,ep_a2a,32000,8,1917.743178,phase436_serving_state_grid,phase433_nsys_prefill_category_mean_phase436_grid,32k serving prefill category mean over observed prefill steps,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-32k3k,mixed_prefill,moe_gemm_or_aux,32000,0,1143.462225,phase436_serving_state_grid,phase433_nsys_prefill_category_mean_phase436_grid,32k serving prefill category mean over observed prefill steps,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-32k3k,mixed_prefill,moe_gemm_or_aux,32000,8,1143.462225,phase436_serving_state_grid,phase433_nsys_prefill_category_mean_phase436_grid,32k serving prefill category mean over observed prefill steps,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-32k3k,mixed_prefill,other_cuda,32000,0,495.698383,phase436_serving_state_grid,phase433_nsys_prefill_category_mean_phase436_grid,32k serving prefill category mean over observed prefill steps,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,serving_curve,K2.5-tp4ep8dp2-32k3k,mixed_prefill,other_cuda,32000,8,495.698383,phase436_serving_state_grid,phase433_nsys_prefill_category_mean_phase436_grid,32k serving prefill category mean over observed prefill steps,,,,,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,consistency_gate,K2.5-tp4ep8dp2-32k3k,mixed_prefill,,,,,phase436_serving_state_grid,,Phase433 category excess reconstructs 32k prefill missing wall time,2900.316853,2751.035801,5.147060,passed,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
phase436_serving_state_grid,consistency_gate,K2.5-tp4ep8dp2-8k2k,decode,,,,,phase436_serving_state_grid,,Phase426 decode gap is retained as reference; category rows provide the serving grid,16.494223,16.494223,0.000000,passed,serving_state_grid_rebuilt_from_step_trace_no_extrapolation,serving_state_grid_gpu_collection_design,false,false,true,true,false,false,No-Go
