scenario,phase,operation,source_index,source_type,source_id,data_file_sha256,query_key,row_key,domain,support_keys,formula_id,formula_inputs,original_source,anchor_id,scale,scope,approved,transforms
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,89,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":2293760,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,90,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":2472960,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,91,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":5727232,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":8388608,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,92,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":1913856,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":1048576,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,93,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":2200576,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,94,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":2716672,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,95,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":6845440,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":8388608,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,96,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":401408,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":262144,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":524288,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,97,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":430080,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":262144,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":524288,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,98,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":3555328,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,99,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":394240,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":262144,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":524288,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,100,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":4307968,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":8388608,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,101,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":28048384,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":16777216,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":33554432,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,102,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":480256,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":262144,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":524288,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,103,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":516096,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":262144,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":524288,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,104,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":551936,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":524288,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":1048576,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,105,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":5626880,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":8388608,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,106,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":4630528,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":8388608,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,107,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":1784832,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":1048576,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,108,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":1863680,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":1048576,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,109,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":2229248,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,110,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":2343936,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,111,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":3060736,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,112,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":3297280,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,113,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":3949568,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,114,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":2465792,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,115,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":688128,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":524288,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":1048576,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,116,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":680960,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":524288,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":1048576,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,117,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":5082112,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":8388608,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,118,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":3390464,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,119,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":1741824,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":1048576,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,120,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":1799168,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":1048576,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,121,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":2688000,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,122,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":2766848,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,123,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":8802304,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":8388608,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":16777216,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,124,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":6501376,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":8388608,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,125,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":6522880,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":8388608,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,126,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":8888320,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":8388608,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":16777216,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,127,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":3354624,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,128,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":3440640,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,129,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":9390080,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":8388608,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":16777216,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,130,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":4315136,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":8388608,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,131,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":4386816,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":8388608,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,132,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":36728832,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":33554432,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":67108864,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,133,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":4322304,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":8388608,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,134,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":3361792,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,135,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":3368960,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
K2.5-tp8ep8-8k2k,context,context_moe_post_dispatch,136,measured_interp,custom_allreduce_perf,e52338cf8900e30b1e4cc8aa6c7521ca12fa51d1d4a503c01b75dd8ad6208f17,"{""quant_mode"":""half"",""size"":3877888,""strategy"":""AUTO"",""tp_size"":8}",{},"{""size"":[128,536870912]}","[{""quant_mode"":""half"",""size"":2097152,""strategy"":""AUTO"",""tp_size"":8},{""quant_mode"":""half"",""size"":4194304,""strategy"":""AUTO"",""tp_size"":8}]",,{},,,,{},True,"[{""factor"":61.0,""operation"":""multiply""}]"
